COMMUNE_PCODE	commune	PROVINCE	REGION	area_km2	road_length_km	road_density_km_per_km2	indice_densite_routiere	Indice_transport	Indice_POI	Indice_accessibilite
MA0080052910709	Jemaat Moul Blad	Khémisset	Rabat-Salé-Kénitra	332.7302777971606	48.78350612141176	0.1466157707209057	2.03	0.0	0.0	1.01
MA0080052910711	Laghoualem	Khémisset	Rabat-Salé-Kénitra	840.7841523380843	238.79628188353823	0.2840161547044916	3.93	0.24	0.04	2.04
MA0080052910713	Marchouch	Khémisset	Rabat-Salé-Kénitra	390.2257048825059	96.22688680307614	0.2465928963650648	3.41	0.0	0.0	1.7
MA0080052910715	Moulay Driss Aghbal	Khémisset	Rabat-Salé-Kénitra	230.29702305985128	73.1193889795886	0.3175003654327993	4.39	0.0	0.04	2.2
MA0080052910902	Ain Johra-Sidi Boukhalkhal	Khémisset	Rabat-Salé-Kénitra	564.3048132221106	113.83111307943578	0.2017191957471959	2.79	0.0	0.11	1.42
MA0080052910903	Ait Belkacem	Khémisset	Rabat-Salé-Kénitra	198.27963797974644	45.24504936724376	0.2281880773449131	3.15	0.0	0.0	1.58
MA0080052910905	Ait Buyahya El Hajjama	Khémisset	Rabat-Salé-Kénitra	95.08234554990293	80.65836767656529	0.8483001466789923	11.73	0.0	0.11	5.89
MA0080052910907	Ait Malek	Khémisset	Rabat-Salé-Kénitra	158.49441117233692	40.17787006373688	0.2534970776985314	3.5	0.0	0.15	1.78
MA0080052910909	Khemis Sidi Yahya	Khémisset	Rabat-Salé-Kénitra	172.0341302083512	162.85405973257284	0.946638085915508	13.09	0.0	0.18	6.58
MA0080052910911	M'qam Tolba	Khémisset	Rabat-Salé-Kénitra	328.69355143486337	46.186481826967054	0.1405153268914061	1.94	0.0	0.04	0.98
MA0080052910913	Sidi Abderrazak	Khémisset	Rabat-Salé-Kénitra	413.3605192220848	138.4566729039451	0.3349537908567338	4.63	0.0	0.04	2.32
MA0080052910919	Ait Ali ou Lahcen	Khémisset	Rabat-Salé-Kénitra	299.97642835453297	54.09446711684367	0.1803290592316509	2.49	0.0	0.0	1.25
MA0080064810101	Dar Gueddari	Sidi Kacem	Rabat-Salé-Kénitra	6.721185870178142	15.676546950693874	2.3324078895438096	32.25	0.0	0.04	16.13
MA0080064810103	Had Kourt	Sidi Kacem	Rabat-Salé-Kénitra	11.09925731473464	14.822054479441816	1.3354095737347251	18.46	0.0	0.07	9.24
MA0080064810105	Jorf El Melha	Sidi Kacem	Rabat-Salé-Kénitra	12.412291265357553	12.127603246033116	0.9770640236167358	13.51	0.0	0.4	6.84
MA0080064810107	Mechraa Bel Ksiri	Sidi Kacem	Rabat-Salé-Kénitra	12.064309026132264	10.312126548344803	0.8547631303216711	11.82	0.96	1.54	6.51
MA0080064810111	Sidi Kacem	Sidi Kacem	Rabat-Salé-Kénitra	37.87384884294549	54.37361049327048	1.4356505122768446	19.85	0.48	4.41	10.95
MA0080064810301	Ain Dfali	Sidi Kacem	Rabat-Salé-Kénitra	342.307347209342	163.58737272995646	0.4778961774078215	6.61	0.0	0.15	3.34
MA0080064810303	Bni Oual	Sidi Kacem	Rabat-Salé-Kénitra	191.38319944787617	130.81508836155953	0.6835244093470568	9.45	0.0	0.0	4.72
MA0080064810309	Moulay Abdelkader	Sidi Kacem	Rabat-Salé-Kénitra	223.8477398270607	76.83600617173873	0.3432512038365916	4.75	0.0	0.0	2.38
MA0080064810313	Sidi Ahmed Benaissa	Sidi Kacem	Rabat-Salé-Kénitra	141.69735493413577	44.456465177093605	0.313742378591033	4.34	0.0	0.0	2.17
MA0080064810315	Sidi Ameur Al Hadi	Sidi Kacem	Rabat-Salé-Kénitra	130.66164966534745	43.98170962313906	0.336607640694769	4.65	0.0	0.04	2.33
MA0080064810317	Sidi Azzouz	Sidi Kacem	Rabat-Salé-Kénitra	254.6238401151207	115.76938094729296	0.4546682702411181	6.29	0.0	0.0	3.14
MA0080064810501	Al Haouafate	Sidi Kacem	Rabat-Salé-Kénitra	215.9847615858033	91.37183067983992	0.4230475798800326	5.85	0.24	0.04	3.0
MA0080064810507	Nouirate	Sidi Kacem	Rabat-Salé-Kénitra	221.96909604929976	52.51746231344596	0.2365980816617	3.27	0.0	0.07	1.65
MA0080064810509	Sefsaf	Sidi Kacem	Rabat-Salé-Kénitra	218.5391069638385	90.38998651967658	0.4136101212065141	5.72	0.0	0.0	2.86
MA0080064810705	Khnichet	Sidi Kacem	Rabat-Salé-Kénitra	144.54133102787276	91.33839514148734	0.6319188739439103	8.74	0.0	0.04	4.38
MA0080064810707	Lamrabih	Sidi Kacem	Rabat-Salé-Kénitra	302.2990771521959	104.94800243853624	0.3471661356931599	4.8	0.24	0.04	2.48
MA0080064810711	Oulad Nouel	Sidi Kacem	Rabat-Salé-Kénitra	234.4833874808816	109.04882436244829	0.4650599154762702	6.43	0.0	0.0	3.22
MA0080064810719	Sidi M'Hamed Chelh	Sidi Kacem	Rabat-Salé-Kénitra	98.64140916336864	31.34944544484327	0.3178122221766187	4.39	0.0	0.0	2.19
MA0080064810721	Taoughilt	Sidi Kacem	Rabat-Salé-Kénitra	192.2784512371777	82.94266932692508	0.4313674714625943	5.96	0.24	0.4	3.13
MA0080064810901	Bab Tiouka	Sidi Kacem	Rabat-Salé-Kénitra	268.41096380076044	150.2484041327188	0.5597699959985507	7.74	0.0	0.0	3.87
MA0080064810903	Bir Taleb	Sidi Kacem	Rabat-Salé-Kénitra	125.89078227092728	99.5397912634071	0.7906837138337047	10.93	0.0	0.0	5.46
MA0080064810905	Chbanate	Sidi Kacem	Rabat-Salé-Kénitra	116.40061314489166	89.32983537602423	0.7674344057348683	10.61	0.0	0.07	5.32
MA0080064810907	Selfat	Sidi Kacem	Rabat-Salé-Kénitra	191.68247314649184	129.0090397336728	0.6730351378296265	9.3	0.0	0.07	4.66
MA0080064810909	Tekna	Sidi Kacem	Rabat-Salé-Kénitra	140.90751775404956	59.6907818418649	0.4236167295633836	5.86	0.0	0.0	2.93
MA0080064810911	Zaggota	Sidi Kacem	Rabat-Salé-Kénitra	152.7425071566861	138.8854073798853	0.9092780390033408	12.57	0.0	0.04	6.29
MA0080064810913	Zirara	Sidi Kacem	Rabat-Salé-Kénitra	106.22849748960915	67.1980234795889	0.6325800050609013	8.75	0.0	0.29	4.43
MA0080064811103	Dar Laaslouji	Sidi Kacem	Rabat-Salé-Kénitra	154.11254566800443	88.6589682521384	0.5752871569789729	7.95	0.0	0.0	3.98
MA0080064811105	Rmilat	Sidi Kacem	Rabat-Salé-Kénitra	193.26019446005805	100.24385348506254	0.5186989165830546	7.17	0.48	0.0	3.73
MA0080064811111	Sidi Al Kamel	Sidi Kacem	Rabat-Salé-Kénitra	181.36887453706893	94.12827342583044	0.5189880218757829	7.17	0.0	0.04	3.59
MA0080074910107	Sidi Slimane	Sidi Slimane	Rabat-Salé-Kénitra	44.85241180288604	48.765078381219695	1.0872342516502511	15.03	0.24	2.94	8.17
MA0080074910109	Sidi Yahya El Gharb	Sidi Slimane	Rabat-Salé-Kénitra	17.93381689819915	25.383416652989	1.4153939898615733	19.57	0.48	0.62	10.05
MA0080074910307	Kceibya	Sidi Slimane	Rabat-Salé-Kénitra	504.5613508855943	192.43594973540343	0.3813925688078255	5.27	0.24	0.0	2.71
MA0080074910315	Sfafaa	Sidi Slimane	Rabat-Salé-Kénitra	104.6219928860143	54.73811729815944	0.523198954523803	7.23	0.48	0.0	3.76
MA0080074910317	Ameur Chamalia	Sidi Slimane	Rabat-Salé-Kénitra	260.2456234130255	86.15379271339071	0.3310479983621451	4.58	0.0	0.04	2.3
MA0080074910501	Azghar	Sidi Slimane	Rabat-Salé-Kénitra	192.39676480678605	85.10883276983861	0.4423610389463094	6.12	0.0	0.04	3.07
MA0080074910503	Boumaiz	Sidi Slimane	Rabat-Salé-Kénitra	130.42115941869696	69.51406170416706	0.5329968082939894	7.37	0.0	0.07	3.7
MA0080074910505	Dar Bel Amri	Sidi Slimane	Rabat-Salé-Kénitra	475.19162624371774	86.19001948656938	0.1813794998196453	2.51	0.0	0.11	1.28
MA0080074910509	M'saada	Sidi Slimane	Rabat-Salé-Kénitra	100.74218001802925	69.45016641672227	0.6893851850763322	9.53	0.24	0.04	4.84
MA0080074910511	Oulad Ben Hammadi	Sidi Slimane	Rabat-Salé-Kénitra	154.22859073953998	120.30256878587802	0.7800276732674297	10.78	0.0	0.15	5.42
MA0080074910513	Oulad H'Cine	Sidi Slimane	Rabat-Salé-Kénitra	182.51082631320944	111.57166685968242	0.6113153346213703	8.45	0.0	0.07	4.24
MA0090010010101	Agadir	Agadir Ida Ou Tanane	Souss-Massa	145.70962906699145	323.70113724607614	2.2215493877707377	30.71	100.0	33.24	52.0
MA0090010010501	Amskroud	Agadir Ida Ou Tanane	Souss-Massa	263.1823831355136	92.87816612846557	0.352904191465742	4.88	0.0	0.4	2.52
MA0090010010509	Drargua	Agadir Ida Ou Tanane	Souss-Massa	327.60139716291184	133.16783824680326	0.4064934991122173	5.62	10.1	1.8	6.2
MA0090010010511	Idmine	Agadir Ida Ou Tanane	Souss-Massa	205.98133274221848	81.75131710854195	0.3968870189360902	5.49	0.0	0.15	2.78
MA0090010010703	Aourir	Agadir Ida Ou Tanane	Souss-Massa	157.4685042654521	50.8265668275983	0.322772906650066	4.46	7.21	3.34	5.06
MA0090010010705	Aqesri	Agadir Ida Ou Tanane	Souss-Massa	255.729312939727	101.74671499512488	0.3978688005121478	5.5	0.0	1.76	3.1
MA0090010010707	Aziar	Agadir Ida Ou Tanane	Souss-Massa	199.6612387278365	45.647476542942776	0.2286246285648165	3.16	0.0	0.0	1.58
MA0090010010713	Imouzzer	Agadir Ida Ou Tanane	Souss-Massa	270.41776307507945	119.23220388360072	0.4409185348171702	6.1	0.24	0.33	3.19
MA0090010010715	Imsouane	Agadir Ida Ou Tanane	Souss-Massa	177.64995000994818	96.42848123180782	0.5428004974187043	7.5	0.24	1.4	4.1
MA0090010010721	Tadrart	Agadir Ida Ou Tanane	Souss-Massa	262.69947999357885	62.13696346325852	0.2365324950958309	3.27	0.0	0.0	1.64
MA0090010010723	Taghazout	Agadir Ida Ou Tanane	Souss-Massa	141.03414485994804	83.71874574882484	0.5936062209045941	8.21	2.4	3.64	5.55
MA0090010010725	Tamri	Agadir Ida Ou Tanane	Souss-Massa	466.0078427851137	214.3121744442643	0.459889630104548	6.36	9.13	1.25	6.17
MA0090010010729	Tiqqi	Agadir Ida Ou Tanane	Souss-Massa	413.1884524321803	121.43094396509368	0.2938875548198555	4.06	0.0	0.07	2.04
MA0090021630103	Ait Baha	Chtouka- Ait Baha	Souss-Massa	8.250296154903127	20.85804782273728	2.528157466243366	34.95	0.72	0.59	17.81
MA0090021630111	Biougra	Chtouka- Ait Baha	Souss-Massa	10.384661537361849	25.79169220257281	2.4836333962141834	34.34	6.49	2.17	19.55
MA0090021630305	Ait Mzal	Chtouka- Ait Baha	Souss-Massa	135.92727926723552	139.29915092790762	1.0248064382576432	14.17	0.48	0.07	7.24
MA0090021630307	Ait Ouadrim	Chtouka- Ait Baha	Souss-Massa	175.40289398874344	61.13347326777138	0.348531725318595	4.82	0.0	0.04	2.42
MA0090021630309	Aouguenz	Chtouka- Ait Baha	Souss-Massa	261.07951579353306	135.0061774270619	0.517107506564504	7.15	0.0	0.26	3.63
MA0090021630313	Hilala	Chtouka- Ait Baha	Souss-Massa	243.0990256342291	102.84452676107722	0.4230561043704833	5.85	0.0	0.07	2.94
MA0090021630315	Ida Ougnidif	Chtouka- Ait Baha	Souss-Massa	297.2272404874955	191.2685542527129	0.6435095045090917	8.9	0.0	0.37	4.52
MA0090021630325	Sidi Abdallah El Bouchouari	Chtouka- Ait Baha	Souss-Massa	283.2975962397039	78.55014429465993	0.2772707758105968	3.83	0.0	0.0	1.92
MA0090021630333	Tanalt	Chtouka- Ait Baha	Souss-Massa	203.0851619275264	103.5442212341447	0.5098561620720269	7.05	0.0	0.4	3.6
MA0090021630335	Targua Ntouchka	Chtouka- Ait Baha	Souss-Massa	210.43666626697856	95.18029412474588	0.4522990019429015	6.25	0.0	0.15	3.16
MA0090021630337	Tassegdelt	Chtouka- Ait Baha	Souss-Massa	282.68467405584005	139.23702241419693	0.4925524274679737	6.81	0.0	0.22	3.45
MA0090021630339	Tizi Ntakoucht	Chtouka- Ait Baha	Souss-Massa	104.11497641971658	100.81763814958842	0.9683298370367422	13.39	0.0	0.0	6.7
MA0090021630503	Ait Milk	Chtouka- Ait Baha	Souss-Massa	283.8010238654836	156.798814999177	0.5524955930867139	7.64	0.0	0.0	3.82
MA0090021630511	Belfaa	Chtouka- Ait Baha	Souss-Massa	297.21524201046327	73.53579983144466	0.2474159781780501	3.42	6.97	0.29	3.86
MA0090021630519	Inchaden	Chtouka- Ait Baha	Souss-Massa	190.0401257133193	23.04498050143628	0.1212637616131672	1.68	7.45	0.22	3.12
MA0090021630521	Massa	Chtouka- Ait Baha	Souss-Massa	220.12051034429533	80.53513122173015	0.3658683649958987	5.06	5.77	0.55	4.37
MA0090021630531	Sidi Ouassay	Chtouka- Ait Baha	Souss-Massa	121.41672596863704	34.00781606303632	0.2800916907594825	3.87	4.81	0.4	3.46
MA0090021630701	Ait Amira	Chtouka- Ait Baha	Souss-Massa	243.96992309811336	35.161259561004215	0.1441212880444446	1.99	10.82	0.84	4.41
MA0090021630717	Imi Mqourn	Chtouka- Ait Baha	Souss-Massa	298.1400691201239	205.18751906758635	0.6882252347802136	9.51	4.57	0.26	6.18
MA0090021630723	Ouad Essafa	Chtouka- Ait Baha	Souss-Massa	345.1156817226717	101.87973210383456	0.2952045864600934	4.08	12.26	0.26	5.77
MA0090021630727	Sidi Bibi	Chtouka- Ait Baha	Souss-Massa	236.3257901166912	57.259094379644175	0.2422888096613205	3.35	8.89	0.7	4.48
MA0090021630729	Sidi Boushab	Chtouka- Ait Baha	Souss-Massa	206.51092002118747	86.76744414060501	0.4201591089309122	5.81	0.0	0.0	2.9
MA0090032730105	Ait Melloul	Inezgane Ait Melloul	Souss-Massa	50.06067351323371	127.91259470401224	2.5551512939632763	35.32	36.06	5.29	29.54
MA0090032730113	Dcheira El Jihadia	Inezgane Ait Melloul	Souss-Massa	15.300514222288038	32.924626275451736	2.151864035229019	29.75	13.46	5.29	19.97
MA0090032730115	Inezgane	Inezgane Ait Melloul	Souss-Massa	17.38556285288718	22.74224601680959	1.3081110004461454	18.08	9.62	5.07	12.94
MA0090032730117	Lqliaa	Inezgane Ait Melloul	Souss-Massa	132.65741143718378	68.86887812278235	0.5191483640203042	7.18	6.73	2.13	6.04
MA0090032730519	Oulad Dahou	Inezgane Ait Melloul	Souss-Massa	95.13602407220104	46.71212426859161	0.4910035365062201	6.79	3.85	0.37	4.62
MA0090032730527	Temsia	Inezgane Ait Melloul	Souss-Massa	84.94506848722578	67.90452396797959	0.799393362996596	11.05	7.45	1.1	7.98
MA0090045410101	Ait Iaaza	Taroudannt	Souss-Massa	18.143631674299986	19.004851138806263	1.0474667629924488	14.48	0.0	0.59	7.36
MA0090045410102	Aoulouz	Taroudannt	Souss-Massa	131.28320931035375	25.163157394089566	0.1916707972502699	2.65	0.0	0.48	1.42
MA0090045410103	El Guerdane	Taroudannt	Souss-Massa	25.84468290737334	48.46226437699056	1.875134802414796	25.92	0.0	0.18	13.0
MA0090045410105	Irherm	Taroudannt	Souss-Massa	73.83609717182301	61.9271176958756	0.8387106045402944	11.59	0.0	0.59	5.91
MA0090045410107	Oulad Berhil	Taroudannt	Souss-Massa	25.46160252564872	20.58402819503529	0.8084341185634327	11.18	0.24	0.95	5.85
MA0090045410109	Oulad Teima	Taroudannt	Souss-Massa	38.658205022916285	43.14329974314347	1.1160192181082504	15.43	2.88	2.39	9.06
MA0090045410111	Taliouine	Taroudannt	Souss-Massa	32.16378236526961	29.30120741262936	0.9110000521664002	12.59	0.24	3.49	7.06
MA0090045410113	Taroudannt	Taroudannt	Souss-Massa	123.4733101240798	94.99285804848132	0.7693392033713348	10.64	0.24	6.43	6.68
MA0090045410301	Adar	Taroudannt	Souss-Massa	536.1454252910969	228.04280930798484	0.4253376016109256	5.88	0.0	0.11	2.96
MA0090045410303	Ait Abdallah	Taroudannt	Souss-Massa	408.9169532120648	171.13935410048856	0.41851860813346	5.79	0.0	0.18	2.93
MA0090045410305	Amalou	Taroudannt	Souss-Massa	196.11466157831245	19.14643225731788	0.0976287652500286	1.35	0.0	0.0	0.68
MA0090045410307	Azaghar N'Irs	Taroudannt	Souss-Massa	733.7660519542062	112.01620995806988	0.1526592974146761	2.11	0.0	0.22	1.1
MA0090045410309	Imaouen	Taroudannt	Souss-Massa	317.6412735348047	119.48291236536568	0.3761567602211293	5.2	0.0	0.07	2.61
MA0090045410311	Imi N'Tayart	Taroudannt	Souss-Massa	251.9454654628626	4.722100962306862	0.0187425518996011	0.26	0.0	0.0	0.13
MA0090045410313	Nihit	Taroudannt	Souss-Massa	184.00784233248947	43.26360860777605	0.2351182865869471	3.25	0.0	0.15	1.66
MA0090045410315	Oualqadi	Taroudannt	Souss-Massa	136.9506418656232	24.12539967894509	0.1761612749695403	2.44	0.0	0.11	1.24
MA0090045410317	Sidi Boaal	Taroudannt	Souss-Massa	510.9871020965087	154.1551825010063	0.3016811615567772	4.17	0.0	0.15	2.11
MA0090045410319	Sidi Mzal	Taroudannt	Souss-Massa	267.6175622985637	94.4041914604272	0.3527578334156804	4.88	0.0	0.55	2.55
MA0090045410321	Tabia	Taroudannt	Souss-Massa	205.8397623003824	32.21479088297442	0.1565042172753936	2.16	0.0	0.07	1.09
MA0090045410323	Tataoute	Taroudannt	Souss-Massa	199.7012373716743	30.13420237277466	0.1508964229234611	2.09	0.0	0.07	1.06
MA0090045410325	Tindine	Taroudannt	Souss-Massa	275.33385575689044	0.0	0.0	0.0	0.0	0.0	0.0
MA0090045410327	Tisfane	Taroudannt	Souss-Massa	169.9408556955049	28.94478746212887	0.1703227122381407	2.35	0.0	0.0	1.18
MA0090045410329	Toufelaazt	Taroudannt	Souss-Massa	89.31925545457013	37.45109611890493	0.4192947638032365	5.8	0.0	0.0	2.9
MA0090045410331	Toumliline	Taroudannt	Souss-Massa	226.12953953342003	124.8478923111944	0.5521078430036025	7.63	0.0	0.07	3.83
MA0090045410409	Arazane	Taroudannt	Souss-Massa	275.9709866508445	36.58908894002873	0.1325831000717508	1.83	0.0	0.11	0.94
MA0090045410413	El Faid	Taroudannt	Souss-Massa	691.5786024443205	69.82983344527112	0.1009716512316373	1.4	0.0	0.22	0.74
MA0090045410417	Ida Ou Gailal	Taroudannt	Souss-Massa	233.75055376064927	71.95395299072474	0.3078236685779258	4.26	0.0	0.04	2.14
MA0090045410421	Ida Ougoummad	Taroudannt	Souss-Massa	168.15599880102974	80.25343956954403	0.4772558822864461	6.6	0.0	0.15	3.33
MA0090045410423	Igli	Taroudannt	Souss-Massa	153.49661998180824	24.47599691170732	0.1594562597834929	2.2	0.0	0.07	1.11
MA0090045410425	Igoudar Mnabha	Taroudannt	Souss-Massa	191.7520607046252	77.09596588505742	0.4020606902567582	5.56	0.0	0.11	2.8
MA0090045410429	Lamhara	Taroudannt	Souss-Massa	122.96510575168212	26.194549918533493	0.2130242539817045	2.95	0.0	0.07	1.49
MA0090045410433	Oulad Aissa	Taroudannt	Souss-Massa	107.43890291328036	25.007637828145963	0.2327614779195107	3.22	0.0	0.18	1.65
MA0090045410435	Ouneine	Taroudannt	Souss-Massa	344.7143270800989	57.305759024205855	0.1662413033702835	2.3	0.0	0.0	1.15
MA0090045410439	Sidi Abdellah Ou Said	Taroudannt	Souss-Massa	119.29647946510995	41.60733419992707	0.3487725236023897	4.82	0.0	0.0	2.41
MA0090045410447	Sidi Ouaaziz	Taroudannt	Souss-Massa	263.04837732865974	128.16041001983658	0.4872123193510884	6.74	0.0	0.11	3.39
MA0090045410449	Tafingoult	Taroudannt	Souss-Massa	164.82140175174828	32.099190724961375	0.1947513513646045	2.69	0.0	0.15	1.38
MA0090045410453	Talgjount	Taroudannt	Souss-Massa	214.66914478843285	52.90357474659881	0.2464423790328038	3.41	0.0	0.18	1.74
MA0090045410459	Tigouga	Taroudannt	Souss-Massa	199.7759063123263	49.17526258183117	0.2461521185890724	3.4	0.0	0.0	1.7
MA0090045410461	Tinzart	Taroudannt	Souss-Massa	62.86932033787047	24.01432025666153	0.3819720036355487	5.28	0.0	0.11	2.66
MA0090045410467	Tizi N'Test	Taroudannt	Souss-Massa	167.76591136630384	44.58254095491889	0.265742549197473	3.67	0.0	0.29	1.89
MA0090045410469	Toughmart	Taroudannt	Souss-Massa	394.3081504070005	48.64355917099654	0.1233643258978725	1.71	0.0	0.26	0.91
MA0090045410501	Ahl Ramel	Taroudannt	Souss-Massa	122.27885612735662	67.60617111513766	0.5528852105446919	7.64	0.0	0.15	3.85
MA0090045410503	Argana	Taroudannt	Souss-Massa	395.778311772969	71.54219562871744	0.1807633048618296	2.5	0.0	0.15	1.28
MA0090045410505	Assads	Taroudannt	Souss-Massa	233.9658848364907	73.14223860081638	0.3126192463996729	4.32	0.0	0.04	2.17
MA0090045410507	Bigoudine	Taroudannt	Souss-Massa	279.17181179403275	101.39142329232008	0.3631864644240106	5.02	0.0	0.0	2.51
MA0090045410509	Eddir	Taroudannt	Souss-Massa	242.30102624209133	27.517238545003195	0.1135663309882549	1.57	0.0	0.0	0.78
MA0090045410511	El Koudia El Beida	Taroudannt	Souss-Massa	136.78530457009134	54.73634058452355	0.4001624352598172	5.53	0.0	0.18	2.8
MA0090045410513	Imilmaiss	Taroudannt	Souss-Massa	216.3495266105901	36.21035007464079	0.1673696755519886	2.31	0.0	0.04	1.16
MA0090045410515	Issen	Taroudannt	Souss-Massa	94.07274317155422	33.59290024417243	0.3570949364462699	4.94	0.0	0.04	2.48
MA0090045410517	Lagfifat	Taroudannt	Souss-Massa	126.88547896515344	37.39208874080983	0.2946916309554919	4.07	0.0	0.04	2.04
MA0090045410519	Lakhnafif	Taroudannt	Souss-Massa	101.1843168420293	112.65534381980127	1.113367637750431	15.39	0.0	0.07	7.71
MA0090045410521	Lamhadi	Taroudannt	Souss-Massa	119.48306202408318	60.15001007311135	0.5034187193912676	6.96	0.0	0.04	3.49
MA0090045410523	Machraa El Ain	Taroudannt	Souss-Massa	104.7315737316645	132.27579855495622	1.262998290218225	17.46	0.0	0.07	8.74
MA0090045410525	Sidi Ahmed Ou Amar	Taroudannt	Souss-Massa	107.17378180471646	62.308044380226754	0.5813739454837893	8.04	0.0	0.15	4.05
MA0090045410527	Sidi Boumoussa	Taroudannt	Souss-Massa	72.88557184650452	48.20136805185289	0.6613293527196844	9.14	4.81	0.04	6.02
MA0090045410529	Sidi Moussa Lhamri	Taroudannt	Souss-Massa	104.63165024482272	15.744601608003904	0.1504764721875632	2.08	0.0	0.04	1.05
MA0090045410531	Talmakante	Taroudannt	Souss-Massa	258.74476072903394	51.48493686130661	0.1989796304135539	2.75	0.0	0.11	1.4
MA0090045410533	Tidsi Nissendalene	Taroudannt	Souss-Massa	307.783042809886	198.0672098917044	0.6435286625392428	8.9	0.0	0.07	4.46
MA0090045410701	Agadir Melloul	Taroudannt	Souss-Massa	1186.6729710988825	285.4148716907215	0.2405168725014624	3.33	0.0	0.18	1.7
MA0090045410703	Ahl Tifnoute	Taroudannt	Souss-Massa	275.2368149847242	76.41652278420955	0.2776391769700238	3.84	0.0	0.18	1.96
MA0090045410705	Askaouen	Taroudannt	Souss-Massa	394.9190738887503	252.1403394265196	0.638460778669678	8.83	0.0	0.15	4.44
MA0090045410707	Assaisse	Taroudannt	Souss-Massa	315.3900236117441	31.09443889158107	0.0985904326823583	1.36	0.0	0.29	0.74
MA0090045410709	Assaki	Taroudannt	Souss-Massa	480.4281763957933	101.59332362956444	0.2114641243395107	2.92	0.0	0.33	1.53
MA0090045410711	Azrar	Taroudannt	Souss-Massa	717.7969149144222	90.7416159302734	0.1264168374714899	1.75	0.0	0.0	0.88
MA0090045410713	Iguidi	Taroudannt	Souss-Massa	430.0204060886453	111.6999794881494	0.2597550672167947	3.59	0.0	0.18	1.83
MA0090045410715	Sidi Hsaine	Taroudannt	Souss-Massa	485.37239043262855	99.82799856425017	0.2056730059888041	2.84	0.0	0.51	1.52
MA0090045410717	Taouyalte	Taroudannt	Souss-Massa	356.66510632090655	123.49946803404605	0.3462617055757857	4.79	0.0	0.11	2.42
MA0090045410719	Tassousfi	Taroudannt	Souss-Massa	271.95429837344045	80.5348592136699	0.2961337978305515	4.09	0.0	0.04	2.05
MA0090045410721	Tizgzaouine	Taroudannt	Souss-Massa	454.0231756383288	80.58152978717675	0.1774832962521881	2.45	0.0	0.18	1.26
MA0090045410723	Toubkal	Taroudannt	Souss-Massa	376.8268220187168	74.30865970947052	0.1971957816362117	2.73	0.0	0.51	1.47
MA0090045410725	Zagmouzen	Taroudannt	Souss-Massa	406.72427814295264	95.2424405339938	0.2341695483949414	3.24	0.0	0.15	1.65
MA0090045410737	Ouzioua	Taroudannt	Souss-Massa	164.46502571774278	89.73577830618996	0.545622255641122	7.54	0.0	0.04	3.78
MA0090045410765	Tisrasse	Taroudannt	Souss-Massa	266.20389238884013	87.3130699799198	0.3279932130082564	4.53	0.0	0.07	2.28
MA0090045410901	Ahmar Laglalcha	Taroudannt	Souss-Massa	142.171900782592	37.26310008542389	0.2620989089989469	3.62	0.0	0.29	1.87
MA0090045410903	Ait Igas	Taroudannt	Souss-Massa	225.035587709849	8.10898155733146	0.0360342185867367	0.5	0.0	0.04	0.26
MA0090045410905	Ait Makhlouf	Taroudannt	Souss-Massa	197.53803475070933	20.098172127324712	0.1017433030185218	1.41	0.0	0.0	0.7
MA0090045410911	Bounrar	Taroudannt	Souss-Massa	183.54990196535888	35.78909283375192	0.1949829035621405	2.7	0.0	0.07	1.36
MA0090045410915	Freija	Taroudannt	Souss-Massa	131.49148096001662	36.67611935378682	0.2789239202875747	3.86	0.0	0.18	1.97
MA0090045410919	Ida Ou Moumen	Taroudannt	Souss-Massa	156.2421208964372	1.0303339962289462	0.006594470110348	0.09	0.0	0.15	0.08
MA0090045410927	Imoulass	Taroudannt	Souss-Massa	245.16557937758824	13.59258023388924	0.0554424494188673	0.77	0.0	0.18	0.42
MA0090045410931	Lamnizla	Taroudannt	Souss-Massa	287.9104341364602	34.16169869923773	0.118653909858113	1.64	0.0	0.04	0.83
MA0090045410941	Sidi Ahmed Ou Abdallah	Taroudannt	Souss-Massa	203.2967032153222	41.28529624386579	0.2030790248484175	2.81	0.0	0.15	1.44
MA0090045410943	Sidi Borja	Taroudannt	Souss-Massa	109.90771388868905	37.6013587855675	0.3421175589517669	4.73	0.0	0.29	2.42
MA0090045410945	Sidi Dahmane	Taroudannt	Souss-Massa	56.55981466223344	15.127728782630342	0.2674642566099416	3.7	0.0	0.33	1.92
MA0090045410951	Tafraouten	Taroudannt	Souss-Massa	166.68894609950266	14.907074680518493	0.0894304933190946	1.24	0.0	0.18	0.66
MA0090045410955	Tamaloukte	Taroudannt	Souss-Massa	193.34671578505456	8.511695695807528	0.0440229649686424	0.61	0.0	0.07	0.32
MA0090045410957	Tazemmourt	Taroudannt	Souss-Massa	232.2648694807904	53.2998014810877	0.2294785328501686	3.17	0.0	0.11	1.61
MA0090045410963	Tiout	Taroudannt	Souss-Massa	175.3568464831598	68.16343308043295	0.3887126989762499	5.37	0.0	0.22	2.73
MA0090045410971	Zaouia Sidi Tahar	Taroudannt	Souss-Massa	125.7722507681116	36.20237835052978	0.2878407449134126	3.98	0.0	0.07	2.0
MA0090055510101	Akka	Tata	Souss-Massa	68.20683585259232	19.25170378864562	0.2822547556707093	3.9	0.0	0.37	2.02
